form_id,page_url,page_family,dynamic,trigger,dom_id,source_authority,js_handler,php_handler,endpoint,field_contract,site_required_html,site_required_js,site_required_server,consent,honeypot,browser_test,server_test,mail_test,status,defect_id
FS-2923,https://i-seo.su/services/ai-optimization/gemini.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2924,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,after-calculate (.tariff-calc-submit),callback__FORM_tariff_calc,UA-052,callback__FORM_tariff_calc_send,callback__FORM.php,#,"cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2925,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2926,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2927,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2928,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2929,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2930,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2931,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2932,https://i-seo.su/services/ai-optimization/geo.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2933,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,after-calculate (.tariff-calc-submit),callback__FORM_tariff_calc,UA-052,callback__FORM_tariff_calc_send,callback__FORM.php,#,"cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2934,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2935,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2936,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2937,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2938,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2939,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2940,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2941,https://i-seo.su/services/ai-optimization/gigachat.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2942,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,after-calculate (.tariff-calc-submit),callback__FORM_tariff_calc,UA-052,callback__FORM_tariff_calc_send,callback__FORM.php,#,"cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2943,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2944,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2945,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2946,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2947,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2948,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2949,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2950,https://i-seo.su/services/ai-optimization/google-ai-overviews.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2951,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,after-calculate (.tariff-calc-submit),callback__FORM_tariff_calc,UA-052,callback__FORM_tariff_calc_send,callback__FORM.php,#,"cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2952,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2953,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2954,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2955,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2956,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2957,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2958,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2959,https://i-seo.su/services/ai-optimization/perplexity.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2960,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,after-calculate (.tariff-calc-submit),callback__FORM_tariff_calc,UA-052,callback__FORM_tariff_calc_send,callback__FORM.php,#,"cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2961,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2962,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2963,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2964,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2965,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2966,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2967,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2968,https://i-seo.su/services/ai-optimization/yandex-ai.html,ai-optimization,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2969,https://i-seo.su/services/audit.html,audit,1,modal/popup,calculator__FORM_audit,UA-056,common.js#ISEO_FORM_SECURITY_V1+family-handler,calc__FORM.php,#,"calc_name,calc_phone,calc_site,cf_agree11,personal_data_consent,radio_st_01,radio_st_02,radio_st_03,radio_st_04",0,HTML-required-only (checkEmptyFields),present-not-must-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2970,https://i-seo.su/services/audit.html,audit,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2971,https://i-seo.su/services/audit.html,audit,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2972,https://i-seo.su/services/audit.html,audit,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2973,https://i-seo.su/services/audit.html,audit,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2974,https://i-seo.su/services/audit.html,audit,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2975,https://i-seo.su/services/audit.html,audit,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2976,https://i-seo.su/services/audit.html,audit,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2977,https://i-seo.su/services/audit.html,audit,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2978,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,calculator__FORM_audit,UA-056,common.js#ISEO_FORM_SECURITY_V1+family-handler,calc__FORM.php,#,"calc_name,calc_phone,calc_site,cf_agree11,personal_data_consent,radio_st_01,radio_st_02,radio_st_03,radio_st_04",0,HTML-required-only (checkEmptyFields),present-not-must-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2979,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,page__FORM_audit,UA-057,page__FORM_send_audit,audit__FORM.php,#,"personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2980,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2981,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2982,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2983,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2984,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2985,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2986,https://i-seo.su/services/audit/analiz-konkurentov.html,audit,1,modal/popup,tariff_4__FORM_seo,UA-018,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_4__FORM.php,#,"cf_agree7,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2987,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,calculator__FORM_audit,UA-056,common.js#ISEO_FORM_SECURITY_V1+family-handler,calc__FORM.php,#,"calc_name,calc_phone,calc_site,cf_agree11,personal_data_consent,radio_st_01,radio_st_02,radio_st_03,radio_st_04",0,HTML-required-only (checkEmptyFields),present-not-must-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2988,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,page__FORM_seo,UA-053,page__FORM_send_seo,page__FORM.php,#,"cf_agree21,personal_data_consent,pf_comment,pf_contact,pf_name,pf_phone,pf_site",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2989,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,callback__FORM_seo,UA-054,callback__FORM_send_seo,callback__FORM.php,#,"cf_agree1,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2990,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,bonus__FORM_seo,UA-055,bonus__FORM_send_seo,bonus__FORM.php,#,"bf_comment,bf_name,bf_phone,cf_agree2,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2991,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,audit__FORM_seo,UA-009,audit__FORM_send_seo,audit__FORM.php,#,"af_comment,af_name,af_phone,af_site,cf_agree3,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2992,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,tariff_1__FORM_seo,UA-010,tariff_1__FORM_send_seo,tariff_1__FORM.php,#,"cf_agree4,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2993,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,tariff_2__FORM_seo,UA-016,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_2__FORM.php,#,"cf_agree5,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
FS-2994,https://i-seo.su/services/audit/analiz-sajta.html,audit,1,modal/popup,tariff_3__FORM_seo,UA-017,common.js#ISEO_FORM_SECURITY_V1+family-handler,tariff_3__FORM.php,#,"cf_agree6,cf_contact,cf_name,cf_phone,cf_site,personal_data_consent",0,HTML-required-only (checkEmptyFields),optional-meaningful,1,js-injected,PASS-via-unique-handler-UI,PASS,PASS,PASS,
